n_moves,n_takes,std_Bpeak_px,df_Bpeak_px,std_Cpeak_torso,df_Cpeak_torso,std_Dpeak_px,df_Dpeak_px,std_Dpeak_torso,df_Dpeak_torso,std_Bpeak_pct_torso,std_Cpeak_pct_torso,std_Dpeak_pct_torso
6,18,142.6563123182295,6,0.17033215516512087,6,12.557355183449786,12,0.03633496181469807,12,30.35721606139974,17.033215516512087,3.6334961814698072
