group,n_takes,n_positions,std_A_px,std_B_px,std_C_torso,std_D_px,std_D_torso,std_C_pct_torso,std_D_pct_torso,std_B_pct_torso
static-fixed,9,3,14.238000015597757,16.676979097071253,0.07414222362296355,15.350130121554649,0.11625643179738815,7.414222362296355,11.625643179738814,7.671200029588817
static-reset,3,1,28.710473698310164,3.0932778810576207,0.020569579075480644,9.754133546604278,0.08036885471989445,2.0569579075480644,8.036885471989445,1.4001694361493415
