n_moves,n_takes,std_Bpeak_px,df_Bpeak_px,std_Cpeak_torso,df_Cpeak_torso,std_Bpeak_pct_torso,std_Cpeak_pct_torso
6,18,168.41185075667636,10,0.17450834389039027,10,35.83798611950606,17.450834389039027
