group,n_takes,n_positions,std_A_px,std_B_px,std_C_torso,std_C_pct_torso,std_B_pct_torso
static-fixed,9,3,14.238000015597757,158.68570271885537,0.4342723548400047,43.42723548400047,72.99342166867528
static-reset,3,1,28.710473698310164,3.0932778810576207,0.020569579075480644,2.0569579075480644,1.4001694361493415
